isin,name,review_group,review_priority,asset_type,asset_subtype,region_primary,equity_style_box,market_cap_bias,fi_credit_bucket,fi_duration_bucket,risk_bucket,is_suitable_low_risk,classification_confidence,exposure_confidence,warnings,audit_flags,legacy_asset_class,legacy_category,equity_exposure,bond_exposure,cash_exposure,other_exposure
LU1103307408,Goldman Sachs Absolute Return Tracker Portfolio Other Currency Acc EUR-Hedged,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,MISSING_REGION_PRIMARY | UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,100.0
LU1120766388,Candriam Equities L Biotechnology Class C EUR Cap,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,US,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Biotecnología,100.0,0.0,0.0,0.0
LU1206943596,Fidelity Active Strategy - FAST - Emerging Markets Fund A-ACC-EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Emergente,100.0,0.0,0.0,0.0
LU1213836080,Fidelity Funds - Global Technology Fund A-Acc-EUR,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU1279334483,Pictet - Robotics R EUR,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU1301026388,Sycomore Fund SICAV - Sycomore Europe Happy@Work RC EUR,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Zona Euro Cap. Mediana,100.0,0.0,0.0,0.0
LU1321847805,BlackRock Strategic Funds - Emerging Markets Equity Strategies Fund E2 EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Emergente,100.0,0.0,0.0,0.0
LU1372006947,Cobas LUX SICAV - Cobas Selection Fund Class P Acc EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,Global Small-Cap Equity,100.0,0.0,0.0,0.0
LU1373035234,BlackRock Strategic Funds - BSF Systematic Style Factor Fund E2 EUR Hedged,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,MISSING_REGION_PRIMARY | UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,100.0
LU1378878430,Morgan Stanley Investment Funds - Asia Opportunity Fund A,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU1391767586,Fidelity Funds - Global Financial Services Fund A-Acc-EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Finanzas,100.0,0.0,0.0,0.0
LU1481179858,Capital Group New World Fund (LUX) B (EUR),ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Emergente,100.0,0.0,0.0,0.0
LU1548497699,Allianz Global Investors Fund - Allianz Global Artificial Intelligence AT EUR,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU1665237704,M&G (Lux) Global Listed Infrastructure Fund EUR A Acc,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Infraestructura,100.0,0.0,0.0,0.0
LU1670618187,M&G (Lux) Asian Fund EUR A Acc,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia Pacífico (ex-Japón),100.0,0.0,0.0,0.0
LU1670618690,M&G (Lux) Global Emerging Markets Fund EUR A Acc,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Emergente,100.0,0.0,0.0,0.0
LU1670626446,M&G (Lux) Japan Fund EUR A Acc,ALL_CONFLICTS,20,EQUITY,JAPAN_EQUITY,JAPAN,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Japón Cap. Grande,100.0,0.0,0.0,0.0
LU1670715975,M&G (Lux) Japan Smaller Companies Fund EUR A Acc,ALL_CONFLICTS,20,EQUITY,JAPAN_EQUITY,JAPAN,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Japón Cap. Med/Peq,100.0,0.0,0.0,0.0
LU1775950477,Invesco Funds - Invesco Asian Equity Fund E Accumulation EUR,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU1814994353,Azvalor Lux SICAV Altum Faith - Consistent Equity R,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Cap. Med/Peq,100.0,0.0,0.0,0.0
LU1819480192,Echiquier Artificial Intelligence B EUR,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU1829329819,CT (Lux) - Pan European Smaller Companies 1E (EUR Accumulation Shares),ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,Europe Mid-Cap Equity,100.0,0.0,0.0,0.0
LU1883318740,Amundi Funds - Global Equity Responsible A EUR (C),ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Ecología,100.0,0.0,0.0,0.0
LU1883319474,Amundi Funds - Global Equity Responsible C EUR (C),ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Ecología,100.0,0.0,0.0,0.0
LU1917163617,BlackRock Global Funds - FinTech Fund E2,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,GLOBAL,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU1951204046,Natixis International Funds (Lux) I - Thematics Meta Fund R/A (EUR),ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Cap. Med/Peq,100.0,0.0,0.0,0.0
LU1983299162,Schroder International Selection Fund Global Alternative Energy A Accumulation,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,RV Sector Energía Alternativa,100.0,0.0,0.0,0.0
LU2016064201,Schroder International Selection Fund Global Alternative Energy A Accumulation EUR Hedged,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,RV Sector Otros,100.0,0.0,0.0,0.0
LU2050860480,Fidelity Funds - UK Special Situations Fund A-ACC-EUR,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV RU Cap. Mediana,100.0,0.0,0.0,0.0
LU2092176515,BlueBox Funds - BlueBox Global Technology Fund Class C EUR Acc,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU2094235707,Goldman Sachs Global Future Technology Leaders Equity Portfolio Class E Shares EUR Acc,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU2131365186,UBS (Lux) Equity Fund - China Opportunity (USD) P EUR acc,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV China,100.0,0.0,0.0,0.0
LU2133220793,Robeco Sustainable Asian Stars Equities DL EUR,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU2240056015,Lonvia Mid-Cap Europe Retail,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,Europe Mid-Cap Equity,100.0,0.0,0.0,0.0
LU2240056445,Lonvia Mid-Cap Euro Retail,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,Eurozone Mid-Cap Equity,100.0,0.0,0.0,0.0
LU2337806421,Morgan Stanley Investment Funds - Global Endurance Fund A EUR Acc,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,Global Small-Cap Equity,100.0,0.0,0.0,0.0
LU2504555777,Fidelity Funds - Global Industrials Fund A-Acc-EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Materiales Insustriales,100.0,0.0,0.0,0.0
FR0010794792,Candriam Diversified Futures Classique,ALL_CONFLICTS,15,ALTERNATIVE,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.912,0.45,REGION_PRIMARY_BORDERLINE,UNKNOWN_SUBTYPE,Otros,Alt - Systematic Futures,0.0,0.0,0.0,100.0
IE00B53H0P79,PIMCO GIS Global Advantage Fund E Class EUR (Partially Hedged) Accumulation,ALL_CONFLICTS,15,FIXED_INCOME,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,HIGH_QUALITY,MEDIUM,LOW,True,0.9324,0.45,FI_UNKNOWN_SUBTYPE,UNKNOWN_SUBTYPE,RF,RF Global,0.0,100.0,0.0,0.0
LU0090845842,BlackRock Global Funds - World Mining Fund E2,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,RV,RV Sector Recursos Naturales,0.0,0.0,0.0,100.0
LU0102219945,Goldman Sachs Europe CORE Equity Portfolio Base Inc EUR,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Europa Cap. Grande Blend,0.0,0.0,0.0,100.0
LU0121204431,Goldman Sachs Global Sustainable Equity - X Cap EUR,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Global Cap. Grande Growth,0.0,0.0,0.0,100.0
LU0127786431,Goldman Sachs Eurozone Equity Income - P Cap EUR,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Zona Euro Cap. Grande,0.0,0.0,0.0,100.0
LU0133264522,Goldman Sachs Global Equity Income Portfolio E Acc EUR,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Global Alto Dividendo,0.0,0.0,0.0,100.0
LU0133267202,Goldman Sachs Emerging Markets Equity Portfolio E Acc EUR,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Global Emergente,0.0,0.0,0.0,100.0
LU0172157280,BlackRock Global Funds - World Mining Fund A2 (EUR),ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,RV,RV Sector Recursos Naturales,0.0,0.0,0.0,100.0
LU0172157363,BlackRock Global Funds - World Mining Fund E2 (EUR),ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,RV,RV Sector Recursos Naturales,0.0,0.0,0.0,100.0
LU0208853944,JPMorgan Funds - Global Natural Resources Fund D (acc) - EUR,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,RV,RV Sector Recursos Naturales,0.0,0.0,0.0,100.0
LU0273148055,DWS Invest Gold and Precious Metals Equities NC,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.912,0.45,REGION_PRIMARY_BORDERLINE,UNKNOWN_SUBTYPE,Otros,RV Sector Oro y Metales preciosos,0.0,0.0,0.0,100.0
LU0273690064,Goldman Sachs Asia Equity Growth & Income - P Cap EUR,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,ASIA_DEV,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Asia (ex-Japón),0.0,0.0,0.0,100.0
LU0300741732,Franklin Natural Resources Fund A(acc)EUR,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,RV,RV Sector Energía,0.0,0.0,0.0,100.0
LU0326425351,BlackRock Global Funds - World Mining Fund E2 EUR Hedged,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,RV,RV Sector Otros,0.0,0.0,0.0,100.0
LU0333810850,Goldman Sachs India Equity Portfolio E Acc EUR,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,EMERGING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV India,0.0,0.0,0.0,100.0
LU0496368142,Franklin Gold & Precious Metals Fund A(acc)EUR-H1,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.912,0.45,REGION_PRIMARY_BORDERLINE,UNKNOWN_SUBTYPE,Otros,RV Sector Otros,0.0,0.0,0.0,100.0
LU0496369389,Franklin Gold & Precious Metals Fund N(acc)EUR,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.912,0.45,REGION_PRIMARY_BORDERLINE,UNKNOWN_SUBTYPE,Otros,RV Sector Oro y Metales preciosos,0.0,0.0,0.0,100.0
LU0604766674,Allianz Global Investors Fund - Allianz Global Metals and Mining AT EUR,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Sector Recursos Naturales,0.0,0.0,0.0,100.0
LU1223083087,Schroder International Selection Fund Global Gold A Accumulation EUR Hedged,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Sector Otros,0.0,0.0,0.0,100.0
LU1223084051,Schroder International Selection Fund Global Gold A Accumulation PLN Hedged,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Sector Otros,0.0,0.0,0.0,100.0
LU1542714578,Goldman Sachs Europe Sustainable Equity - X Cap EUR,ALL_CONFLICTS,15,COMMODITIES,UNKNOWN,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Europa Cap. Grande Growth,0.0,0.0,0.0,100.0
BE6213829094,DPAM B - Real Estate Europe Dividend Sustainable B Cap,ALL_CONFLICTS,10,REAL_ESTATE,UNKNOWN,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.98,0.45,,UNKNOWN_SUBTYPE,Otros,Inmobiliario - Indirecto Europa,0.0,0.0,0.0,100.0
DE0005318406,DWS ESG Stiftungsfonds LD,ALL_CONFLICTS,10,MIXED,CONSERVATIVE_ALLOCATION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,True,0.92,0.45,,MISSING_REGION_PRIMARY,Mixto,Mixtos Defensivos EUR,20.0,80.0,0.0,0.0
DE000A0X7541,Acatis Value Event Fonds A,ALL_CONFLICTS,10,MIXED,FLEXIBLE_ALLOCATION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.92,0.45,,MISSING_REGION_PRIMARY,Mixto,Mixtos Flexibles EUR,50.0,50.0,0.0,0.0
ES0110407006,Gestión Boutique VI Argos FI,ALL_CONFLICTS,10,MIXED,FLEXIBLE_ALLOCATION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.92,0.45,,MISSING_REGION_PRIMARY,Mixto,Mixtos Flexibles EUR,50.0,50.0,0.0,0.0
ES0112231016,Avantage Fund B FI,ALL_CONFLICTS,10,MIXED,FLEXIBLE_ALLOCATION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.92,0.45,,MISSING_REGION_PRIMARY,Mixto,Mixtos Flexibles EUR,50.0,50.0,0.0,0.0
ES0116419005,Cartera Renta Fija Horizonte 2026 FI,ALL_CONFLICTS,10,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,LOW,True,0.97,0.45,,MISSING_REGION_PRIMARY,Otros,Fixed Term Bond,0.0,100.0,0.0,0.0
ES0118537002,Olea Neutral FI,ALL_CONFLICTS,10,MIXED,MODERATE_ALLOCATION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.92,0.45,,MISSING_REGION_PRIMARY,Mixto,Mixtos Moderados EUR,50.0,50.0,0.0,0.0
ES0124880032,UBS Renta Fija 0-5 B FI,ALL_CONFLICTS,10,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,LOW,True,0.97,0.45,,MISSING_REGION_PRIMARY,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0125240038,Trea Renta Fija Ahorro S FI,ALL_CONFLICTS,10,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,LOW,True,0.97,0.45,,MISSING_REGION_PRIMARY,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0126547035,UBS Duración 0-2 B FI,ALL_CONFLICTS,10,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,LOW,True,0.97,0.45,,MISSING_REGION_PRIMARY,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0128067008,Dux Mixto Variable FI,ALL_CONFLICTS,10,MIXED,MODERATE_ALLOCATION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.92,0.45,,MISSING_REGION_PRIMARY,Mixto,Mixtos Moderados EUR,50.0,50.0,0.0,0.0
ES0138914033,Merch-Fontemar FI,ALL_CONFLICTS,10,MIXED,CONSERVATIVE_ALLOCATION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,True,0.92,0.45,,MISSING_REGION_PRIMARY,Mixto,Mixtos Defensivos EUR,20.0,80.0,0.0,0.0
ES0138922002,Gesconsult Horizonte 2025 FI,ALL_CONFLICTS,10,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,LOW,True,0.97,0.45,,MISSING_REGION_PRIMARY,Otros,Fixed Term Bond,0.0,100.0,0.0,0.0
ES0138930005,Fonvalcem B FI,ALL_CONFLICTS,10,MIXED,AGGRESSIVE_ALLOCATION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.92,0.45,,MISSING_REGION_PRIMARY,Mixto,Mixtos Agresivos EUR,80.0,20.0,0.0,0.0
ES0141580037,SIH Ahorro A FI,ALL_CONFLICTS,10,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,LOW,True,0.97,0.45,,MISSING_REGION_PRIMARY,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0148181003,Indexa RV mixta internacional 75 FI,ALL_CONFLICTS,10,MIXED,AGGRESSIVE_ALLOCATION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.92,0.45,,MISSING_REGION_PRIMARY,Mixto,Mixtos Agresivos EUR,80.0,20.0,0.0,0.0
ES0160873008,March Pagarés A FI,ALL_CONFLICTS,10,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,LOW,True,0.97,0.45,,MISSING_REGION_PRIMARY,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0161032034,March Renta Fija Corto Plazo A FI,ALL_CONFLICTS,10,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,LOW,True,0.97,0.45,,MISSING_REGION_PRIMARY,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0162295002,Cartera Renta Fija Horizonte 2027 FI,ALL_CONFLICTS,10,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,LOW,True,0.97,0.45,,MISSING_REGION_PRIMARY,Otros,Fixed Term Bond,0.0,100.0,0.0,0.0
